Inv No,Date,TOI,Product Desc,Quantity,Unit,Currency,Rate,RITC,PMV,PMV Currency,Exim Scheme,NFEI Category,Manufacturer,Manufacturer Addr,Manufacturer CodeType,Manufacturer Code,Manufacturer Cntry,Manufacturer State,Manuf Postal Code,SourceState,TransitCntry,End Use,IGST Pay Status,IGST Taxable Amt,IGST Rate,Reward Item,DEEC Regn No,DEEC Regn Date,DEEC Item SNo(Part E),DEEC Export Qty,DEEC Item SNo(Part C),DEEC Item Type,DEEC Item Desc,DEEC Qty,DEEC Unit,EPCG Regn No,EPCG Regn Date,EPCG Item SNo(Part E),EPCG Export Qty,EPCG Item SNo(Part C),EPCG Item Type,EPCG Item Desc,EPCG Qty,EPCG Unit,DBK Sr. No,DBK QTY,DBK Under,DFIA Regn No,DFIA Regn Date,DFIA Exp Item SNo,DFIA Export Qty,DFIA Imp Item SNo,DFIA Item Type,DFIA Item Desc,DFIA Qty,DFIA Unit,DFRC Regn No,DFRC Prod Group,DFRC SION Sr No,DFRC SION IONorm SNo,DFRC Qty,DFRC Unit,DFRC Item Type,DFRC Item Description,DFRC Tech. Details,Re-Exp BE No,Re-Exp BE Date,Re-Exp Inv SNo,Re-Exp Item SNo,Re-Exp Imp Port Code,Re-Exp Manual BE,Re-Exp BE Item Desc.,Re-Exp Qty Imported,Re-Exp Unit,Re-Exp Assessable Value,Re-Exp Tot Duty Paid,Re-Exp Duty Paid On,Re-Exp Qty Exported,Re-Exp Unit,Re-Exp Tech. Details,Re-Exp Input Credit Availed,Re-Exp Personal Use Item,Re-Exp Othr Identifying Params,Re-Exp Obligation No.,Re-Exp DBK Amt. Claimed,Re-Exp Item Un-Used,Re-Exp Commissioner Permission,Re-Exp Board No.,Re-Exp Board Date,Re-Exp MODVAT Availed,Re-Exp MODVAT Reversed,Product Material Code,IGST Amount,TP Exporter Name, TP Exporter IE Code,TP Exporter BrS_No.,TP Exporter  Reg Type,TP Exporter  Reg No,TP Exporter Addr,SQC Qty,SQC Unit,CompCessRate,Origin District,PTAFTA Code,PerNoOfUnitsForItemRate,RoDTEP Status ,RoDTEP QTY,RoDTEP Unit,Medicinal Plant,Formulation,Surface Material in Contact,GST Allowed,LGD Code
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 6JM867541  2VX  COVER STRIP,2000,PCS,EUR,0.05,87081090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KGS,,,NCPTI ,,Y,2,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 6JM947105A 2VX  INTERIOR LIGHT,60,PCS,EUR,9.18,85122010,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,8512B,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,NOS,,,NCPTI ,,Y,60,NOS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 6JM947290A 2VX  READING LIGHT,60,PCS,EUR,5.19,85122010,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,8512B,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,NOS,,,NCPTI ,,Y,60,NOS,,,,,
100008458,06.03.2026,C&F,"Parts & Components of Passenger Car - Part no. 5JL807075C B9A  BUMPER,FRONT",28,PCS,EUR,103.22,87081090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.968,KGS,,,NCPTI ,,Y,205.968,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JL807307C A9W  REAR BUMPER,12,PCS,EUR,91.17,87081090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.729,KGS,,,NCPTI ,,Y,56.729,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JL807307C B9A  REAR BUMPER,16,PCS,EUR,91.17,87081090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.638,KGS,,,NCPTI ,,Y,75.638,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JL827279A  COVER,240,PCS,EUR,0.17,87081090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,KGS,,,NCPTI ,,Y,5.52,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JL827499  ADJUSTING BUFFER,200,PCS,EUR,0.25,87089900,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KGS,,,NCPTI ,,Y,5,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JL837901B 041  TRIM,48,PCS,EUR,2.95,87141090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,871499B,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.024,KGS,,,NCPTI ,,Y,9.024,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JN800375Q  LOCK SET,20,PCS,EUR,49.93,83012000,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,830199B,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,NOS,,,NCPTI ,,Y,20,NOS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5QP609617A  BRAKE DRUM,108,PCS,EUR,16.56,87089900,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.68,KGS,,,NCPTI ,,Y,589.68,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JL885021N  REAR SEAT WITH BAC,12,PCS,EUR,49.25,94012000,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,9401B,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,NOS,,,NCPTI ,,Y,12,NOS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JN857097  2VX  GLOVE COMPARTMENT,12,PCS,EUR,12.52,87089900,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.848,KGS,,,NCPTI ,,Y,34.848,KGS,,,,,
100008458,06.03.2026,C&F,"Parts & Components of Passenger Car - Part no. 5JN867766  4PK  TRIM,WHEEL HOUSING",30,PCS,EUR,2.07,87081090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02,KGS,,,NCPTI ,,Y,13.02,KGS,,,,,
100008458,06.03.2026,C&F,"Parts & Components of Passenger Car - Part no. 5JL807075C A9W  BUMPER,FRONT",16,PCS,EUR,103.22,87081090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.696,KGS,,,NCPTI ,,Y,117.696,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JL837462  LIFTING MECHANISM,88,PCS,EUR,6.58,87089900,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.312,KGS,,,NCPTI ,,Y,81.312,KGS,,,,,
100008458,06.03.2026,C&F,Parts & Components of Passenger Car - Part no. 5JN955023A  WIPER MOTOR W. LIN,60,PCS,EUR,23.96,85124000,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,8512B,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,NOS,,,NCPTI ,,Y,60,NOS,,,,,
100008458,06.03.2026,C&F,"Parts & Components of Passenger Car - Part no. 5JN867287A 2VX  TRIM PANEL,PILLAR",44,PCS,EUR,1.98,87081090,,,19,,,,,,,,,,,GN200,LUT ,,,YES,,,,,,,,,,,,,,,,,,,870899B,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12,KGS,,,NCPTI ,,Y,21.12,KGS,,,,,
